station_code,station_name,lat,lon,state,zone
DKJR,DHEKIAJILI ROAD,26.809214,92.452548,,
DKLU,DOIKALLU,19.741882,83.481611,,
DKM,DIKOM,27.464227,95.080674,Assam,NFR
DKN,DEVANGONTHI,12.985647,77.831087,,
DKNT,DAKANIYA TALAV,25.145188,75.865501,,
DKO,Devakottai Road,10.037611,78.761747,Tamil Nadu,SR
DKQ,DHANI KASAR,24.98746,75.932212,,
DKR,Dekpura Halt,25.261153,85.529423,,
DKRA,DHUANKHERI,24.504973,75.89805,,
DKS,DAREKASA,21.271299,80.580751,,
DKT,DHULKOT,30.395686,76.787535,Haryana,NR
DKU,Dumri Khurd,21.310416,79.312269,Maharashtra,SECR
DKUR,DOKUR,16.592578,77.853413,,
DKW,DHANAKWADA,24.146307,71.823472,,
DKWA,Dokwa,28.579787,75.323364,Rajasthan,NWR
DKX,Dudhwakhara,28.4587,75.165315,Rajasthan,NWR
DKY,DHOKI,18.353216,76.102989,Maharashtra,CR
DKZ,DELHI KISHANGANJ,28.664732,77.201256,Delhi NCT,NR
DL,DALADI,22.585067,71.069304,Gujarat,WR
DLA,DOULTA,24.998509,78.429325,,
DLB,DAULATABAD,19.916367,75.210494,Maharashtra,SCR
DLC,DALMERA,28.417832,73.65658,Rajasthan,NWR
DLCB,Durg Link Cabin,21.197156,81.300896,,
DLCR,Dullabcherra,24.505297,92.477671,Assam,NFR
DLD,DALAUDA,23.948637,75.105361,Madhya Pradesh,WR
DLDE,DALDALI,25.820221,93.517152,Assam,NFR
DLF,DALAN,25.6118,87.560853,,
DLGN,DHALGAON,17.120967,74.988713,Maharashtra,CR
DLGS,Duklangia,26.692531,94.273103,,
DLI,OLD DELHI,28.661816,77.228356,Delhi NCT,NR
DLJ,DHOLA JN,21.822549,71.738273,Gujarat,WR
DLK,DALKOLHA,25.873416,87.838877,,
DLMH,DHAULIMUHAN,20.079332,85.604772,,
DLN,DILDARNAGAR JN,25.419424,83.668324,,
DLO,DALGAON,26.715384,89.136244,West Bengal,NFR
DLP,DALPATPUR,28.820438,78.877187,,
DLPH,DAULATPUR HAT,25.326113,88.332787,,
DLPI,INDRAPURI,28.628342,77.143588,Delhi NCT,NR
DLPR,DAYALPUR,25.632211,81.889485,,
DLPT,DULAKHAPATNA,21.007019,86.280874,,
DLQ,DALELNAGAR,27.118537,80.419624,,
DLR,DULLAHAPUR,25.799898,83.423264,Uttar Pradesh,NER
DLSR,DALHOGI ROAD,32.289064,75.750843,,?
DLW,DILWA,24.537318,85.419709,,
DLX,Dalimgaon,25.640548,88.3863,West Bengal,NFR
DLZ,DHOLBAJA,26.2748,87.271397,,
DMA,DAMODAR JUNCTION,23.651021,86.908517,West Bengal,SER
DMBR,DUMRI BIHAR,23.807394,85.766204,,ECR
DMCA,DAMARACHERLA,16.725861,79.630821,,
DMD,DHARMADAM,11.778949,75.46377,Kerala,SR
DME,DAMNAGAR,21.688346,71.509053,Gujarat,WR
DMF,Dumerta,22.185683,84.914683,Orissa,SER
DMG,DOMINGARH,26.765251,83.341993,,
DMGN,DHAMALGAON,27.325566,94.856569,Assam,NFR
DMH,Dauram Madhepura,25.908513,86.782638,Bihar,ECR
DMK,Dilmili,18.987443,81.737851,Chhattisgarh,ECoR
DML,DHARAMTUL,26.189127,92.36716,Assam,NFR
DMLE,DUMURDAHA,23.040053,88.432662,West Bengal,ER
DMM,DHARMAVARAM JN,14.424369,77.717115,,
DMN,DHAMANGAON,20.784674,78.138054,,
DMNJ,DAMANJODI,18.767771,82.865768,,
DMO,DAMOH,23.836693,79.432246,,
DMP,Dharampur Himachal,30.900491,77.023914,Himachal Pradesh,NR
DMPR,DHARAMPUR,28.150306,78.265728,Uttar Pradesh,NR
DMR,Dharmanagar,24.366946,92.168247,Tripura,NFR
DMRT,DUMURIPUT,18.780367,82.803933,,
DMRX,DUMRI HALT,25.245936,86.028396,,
DMT,DIGUVAMETTA,15.39493,78.826206,,
DMU,Dhamua,22.290179,88.392178,West Bengal,ER
DMV,DIMAPUR,25.905702,93.727816,Nagaland,NFR
DMW,Dalmau Junction,26.07525,81.05365,Uttar Pradesh,NR
DMWP,Dmw Patiala Halt,30.361156,76.421543,,
DMYA,DAMOY,23.971208,80.996787,Madhya Pradesh,WCR
DMZ,DUMDANGI,26.47724,88.296508,,
DN,DHANARI,28.328461,78.509596,Uttar Pradesh,NR
DNA,DEGANA JN,26.897349,74.316388,,
DND,DANDUPUR,25.801595,82.040632,,
DNDI,DHONDI,19.106268,76.736112,Maharashtra,SCR
DNDL,DANDI MAL,20.715235,85.53418,,
DNE,DHAMNI,19.647058,77.177888,Maharashtra,SCR
DNEA,DANEA,23.799131,85.658334,,ECR
DNH,DEONAGAR,23.758691,86.16169,,
DNHK,DHINDHORA HKMKD,26.803925,77.103482,Rajasthan,WCR
DNHL,DHANIAKHALI,22.95019,88.143651,,
DNJ,DAUNDAJ,18.230007,74.176781,Maharashtra,CR
DNK,DHANAKYA,26.91819,75.605607,,
DNKL,DHENKANAL,20.676825,85.590878,,
DNL,DHANOLI,21.32211,80.427591,,
DNM,DHANMANDAL,20.687806,86.11228,,
DNN,Dina Nagar,32.134789,75.467351,Punjab,NR
DNPR,Dhanpura,23.453415,72.212366,Gujarat,WR
DNQ,DANDKHORA,25.572405,87.642237,,
DNR,DANAPUR,25.581921,85.044629,,
DNRA,DHANDHERA,29.843403,77.901923,,
DNRE,DHANAURI,25.171969,86.159175,,
DNRP,DUNGARPUR,23.867175,73.695462,Rajasthan,NWR
DNT,DANTAN,21.930376,87.284055,,
DNU,Dalsanur,13.274642,78.171853,,
DNUA,Dhansura,23.351916,73.19871,Gujarat,WR
DNV,DONKINAVALASA,18.468756,83.350942,,
DNW,DANGARWA,23.401485,72.441253,Gujarat,WR
DNWF,Dangarwa,23.401545,72.441313,,
DNWH,Daniyawan Bazar Halt,25.434504,85.290895,Bihar,?
DNX,Dhansu,29.211731,75.801658,Haryana,NR
DO,DAUSA,26.900047,76.330336,,
DOA,DORAHA,30.804137,76.043303,,
DOB,Dundlodh Mukundgarh,27.938799,75.237354,Rajasthan,NWR
DOC,Daun Kalan,30.379219,76.458569,Punjab,NR
DOD,DHODHAR,23.770741,75.103546,Madhya Pradesh,WR
DODH,Dodh,30.841607,74.521937,Punjab,NR
DOE,DEORI,23.298435,80.009808,Madhya Pradesh,WCR
DOGL,Donigal,12.904048,75.734122,Karnataka,SWR
DOH,DHODRA MOHAR,22.281504,77.875226,,
DOHM,Devgarh Madriya,25.610206,73.855552,Rajasthan,NWR
DOK,DHOLKA,22.731982,72.433842,Gujarat,WR
DOKM,DOKRA HALT,23.782884,86.480808,,
DOKY,DUKHERI,30.294992,76.8839,,
DOL,DHOLI,25.976952,85.562495,,
DON,DERAWAN HALT,23.230257,76.104438,Jharkhand,SER
DOR,DUNDARA,25.895799,72.796892,Rajasthan,NWR
DORD,DEO ROAD,24.823074,84.563423,,
DOS,DEHRI ON SONE,24.914895,84.185434,,
DOT,Dhakia Tiwari,28.028812,79.885872,Uttar Pradesh,NER
DOTL,DEOTALA,25.274329,88.294214,,
DOW,Davol,22.39911,72.953112,,WR
DOX,DOHNA,28.434064,79.432729,Uttar Pradesh,NER
DOY,Dornahalli,12.433086,76.42625,Karnataka,SWR
DOZ,DAURAI,26.395604,74.619546,Rajasthan,NWR
DPA,DURGAPURA,26.855947,75.786436,,
DPC,Darliput,18.365186,82.746519,Orissa,ECoR
DPD,DOSAPADU,16.468807,80.938771,Andhra Pradesh,SCR
DPDP,Dhapdhapi,22.315994,88.459855,West Bengal,ER
DPE,DEVARAPALLE,13.723807,77.512236,,
DPH,DADHAPARA,22.028156,82.123182,,
DPI,DODDAMPATTI,12.181346,78.42225,,
DPJ,Dharmapuri,12.126595,78.154742,Tamil Nadu,SWR
DPK,Dholipal,29.760827,74.2516,Rajasthan,NWR
DPL,DANAULI PHLWRIA,25.420471,86.249406,Bihar,ECR
DPLN,Diplana,29.182573,74.881123,Rajasthan,NWR
DPNR,Deepnagar Halt,25.140667,85.483274,,
DPO,DAMANPUR,26.53866,89.536367,,
DPP,DHIRPUR,30.066393,76.844051,,
DPR,DHAMPUR,29.305446,78.501588,,
DPRA,DHUP DHARA,25.979779,91.066009,Assam,NFR
DPS,Dangoaposi,22.167964,85.59273,Jharkhand,SER
DPSR,Dapsaura,25.983503,80.202954,Uttar Pradesh,NCR
DPT,Dalpat Singhpur,29.929458,73.524416,,
DPU,DIPHU,25.83725,93.438384,Assam,NFR
DPUR,Dadpur,19.972516,83.250076,,
DPW,Dhapewara,21.872721,80.191327,Madhya Pradesh,SECR
DPX,DADPUR,24.829399,86.349076,,
DPZ,DEVPURA,26.03271,76.251747,,
DQG,DHUPGURI,26.573532,88.994973,,
DQN,Dhanera,24.506528,72.032364,Gujarat,NWR
DQR,KACHEGUDA DBR,17.366083,78.490284,,
DQV,DAULA KOT BHAI,30.206149,74.703438,,
DR,MUMBAI DADAR CENTRAL,19.017179,72.842972,,
DRA,DULARIA,22.575661,77.654362,Madhya Pradesh,WCR
DRB,Debari,24.606987,73.805352,Rajasthan,NWR
DRBR,Deoraha Baba Road,26.283979,83.871091,,NER
DRD,DAHANU ROAD,19.991217,72.743368,Maharashtra,WR
DRE,DHOGRI,31.40278,75.635791,Punjab,NR
DRG,DARSHANNAGAR,26.752229,82.208384,,
DRGJ,DARAGANJ,25.44265,81.87999,Uttar Pradesh,NER
DRGM,DEORAGRAM,24.096925,82.352464,Madhya Pradesh,WCR
DRGU,DAMRU GHUTU,23.45136,86.08981,,
DRH,DHARHARA,25.257893,86.411538,,
DRHI,DAGARHKERI,22.081273,76.826402,Madhya Pradesh,WCR
DRI,DUMRI JUARA,25.748425,84.869395,,
DRL,DEROL,22.630205,73.462158,,
DRLA,DAURALA,29.114015,77.70616,Uttar Pradesh,NR
DRN,DEORANIAN,28.64478,79.476473,Uttar Pradesh,NER
DRO,DARYAOGONJ,27.598099,79.082496,,
DRPH,Devri P.H.,22.85663,79.836698,Madhya Pradesh,SECR
DRQ,DHARMINIYA,26.865525,84.793439,,
DRR,DHARUR,17.28952,77.75853,,
DRRN,DR. R K NAGAR,23.310222,75.006059,,
DRS,DHARESHWAR,25.777584,73.667743,Rajasthan,NWR
DRSN,DHURWASIN,23.129052,81.845641,Madhya Pradesh,SECR
DRTP,DASHARATHPUR,25.265182,86.464532,,
DRU,KADUR,13.552501,76.008846,Karnataka,SWR
DRV,DARAULI,25.393753,83.601802,,
DRW,DHAREWADA,23.960816,72.378575,Gujarat,WR
DRWN,DEROWAN P. HALT,22.487947,85.299778,,
DRZ,Dalli Rajhara,20.586729,81.067973,Chhattisgarh,SECR
DS,DASNA,28.690719,77.528116,,
DSA,DELHI SHAHDARA,28.673098,77.293154,Delhi NCT,NR
DSAP,DELHI SHAHDARA A PANEL,28.673349,77.31954,,
DSB,DELHI SADAR BAZAR,28.658656,77.216852,,
DSBC,DELHI SHAHDARA BLOCK CABIN,28.677357,77.30022,,
DSBP,DELHI SHAHDARA B PANEL,28.670746,77.342818,,
DSD,DOSVADA,21.130512,73.502728,,
DSHI,Doddasiddavanha,14.209931,76.48848,,
DSJ,DELHI SAFDARJUNG,28.582121,77.186969,Delhi NCT,NR
DSK,DUSKHEDA,21.073708,75.839083,Maharashtra,CR
DSL,DESWAL,26.850374,73.885443,,
DSM,DARASURAM,10.944384,79.356384,Tamil Nadu,SR
DSME,DASARA,24.274602,85.790856,,
DSN,Darsana,23.523411,88.795843,,
DSNI,DAUSNI,29.784745,77.979636,,
DSNR,DASHNAGAR,22.598634,88.307803,,
DSO,DESHNOK,27.791303,73.338483,,
DSPN,Deshpran Ph,22.029347,87.817047,West Bengal,?
DSPT,DANISHPET,11.858919,78.138256,,
DSR,DHANSIRI,25.810836,93.613598,Nagaland,NFR
DSS,DALSINGH SARAI,25.664749,85.841465,,
DST,DASAMPATTI,12.251026,78.438356,,
DSX,DESANG,27.056055,94.686324,,
DTAE,DHATRIGRAM,23.277796,88.311822,West Bengal,ER
DTC,DITOKCHERRA,25.090538,92.798715,Assam,NFR
DTE,DEULTI,22.452857,87.914003,,
DTF,DANTLA,27.197151,76.96107,,
DTJ,Detroj,23.332028,72.176546,Gujarat,WR
DTL,DARRITOLA,23.289638,82.395751,Chhattisgarh,SECR
DTN,DHAMTAN SAHIB,29.688827,76.004006,Haryana,NR
DTO,DALTONGANJ,24.033075,84.074843,,
DTP,DIVITI PALLI,16.740883,78.084175,,
DTQ,Dantarda Kalan,25.7633,76.714031,Madhya Pradesh,NCR
DTR,Dhamtari,20.714515,81.550321,Chhattisgarh,SECR
DTRA,DANTRA,26.772569,75.149207,,
DTRD,Diyatara Road,27.733596,72.839919,Rajasthan,?
DTT,Doddanatta Halt,13.374454,78.133896,,
DTV,DHUTRA,21.896882,84.091098,,
DTVL,DATIVLI,19.187012,73.059049,Maharashtra,CR
DTW,DATEWAS,29.893255,75.616682,Punjab,NR
DTX,DANGTAL,26.465846,90.465049,,
DUA,DHAURA,24.44965,78.321791,,
DUAN,DUAN,22.354105,87.588218,,
DUB,DABTARA,28.368424,78.991164,Uttar Pradesh,NR
DUBH,DUBAHA,25.948785,85.617108,,
DUD,DUDHANI,17.362421,76.37871,,
DUE,Dhuri Jn,26.800862,84.13938,,
DUH,Dudda,13.088422,76.204247,Karnataka,SWR
DUI,DHURI JN,30.372741,75.866603,Punjab,NR
DUJ,DUBRAJPUR,23.803358,87.378973,West Bengal,ER
DUK,DUDIA,25.934458,72.902042,Rajasthan,NWR
DULP,Daulatpur Haryana,29.452123,75.88859,Haryana,NR
DUM,DHAURMUI JAGHNA,27.292281,77.536538,Rajasthan,WCR
DUMK,Dumka,24.289527,87.254975,Jharkhand,ER
DUMR,Dumra,26.576993,85.533639,Bihar,ECR
DUN,DUGANPUR,28.658317,79.13019,,
DUO,DHAURSALAR,26.798349,80.081404,,
DUP,DHULIPALLA HALT,16.424476,80.087824,,
DUR,DESUR,15.754344,74.49801,Karnataka,SWR
DURE,DUMRAON,25.571984,84.143865,,
DURG,DURG,21.200327,81.291837,,
DUSI,DUSI,18.369969,83.857682,,
DUU,DUPADU,15.742888,78.013259,,
DV,DHUVA,22.722379,70.933579,,
DVA,Delvada,20.773429,71.041529,Gujarat,WR
DVBH,MAKUDAN VIRAPANDI BLOCK HUT,11.580796,78.037941,,
DVD,DUVVADA,17.703843,83.152059,,
DVG,DAVANGERE,14.467834,75.92229,Karnataka,SWR
DVGM,DEVGAM,23.938342,71.591856,,
DVH,Devi Halt,21.706411,78.86207,Madhya Pradesh,SECR
DVJ,DILLI DEWAN GANJ,25.432721,87.778612,,
DVL,DEVLALI,19.897509,73.83729,,
DVM,DALBHUMGARH,22.506293,86.551921,,
DVN,DEVTHANA,19.274562,77.689981,Maharashtra,SCR
DVR,DORAVARI CHATRAM,13.814297,79.951308,,
DVY,DEVALIYA,23.027775,71.012482,,
DWA,DAILWARA,24.78059,78.392945,,
DWD,DHEKVAD,21.339179,74.13857,,
DWDI,Dighwa Dubauli,26.26523,84.743249,Bihar,NER
DWF,DUDH SAGAR WATER FALLS,15.313337,74.314034,Karnataka,SWR
DWG,DEWANGANJ,23.429766,77.592867,,
DWI,DINGWAHI,25.416805,80.414159,Uttar Pradesh,NCR
DWJ,DWARKAGANJ,26.316418,82.109076,Uttar Pradesh,NR
DWJN,DIVA JN. CABIN,19.188667,73.042923,,
DWK,DWARKA,22.251023,68.980434,Gujarat,WR
DWL,DHUWALA,25.48715,74.581974,,
DWLE,Dhauni,25.01033,86.993041,Bihar,ER
DWNA,DIWANA,29.318564,76.980194,,
DWO,DOIWALA,30.175451,78.12218,Uttarakhand,NR
DWP,DWARAPUDI,16.927556,81.922661,,
DWR,DHARWAR,15.440386,75.004552,Karnataka,SWR
DWT,Dewan Hat,26.302968,89.66531,West Bengal,NFR
DWV,DIWANKHAVATI,17.855413,73.418174,Maharashtra,KR
DWX,DEWAS,22.977556,76.051191,Madhya Pradesh,WR
DWZ,Dantewara,18.907733,81.354536,Chhattisgarh,ECoR
DXD,DIGOD,25.196344,76.015396,Rajasthan,WCR
DXG,DHARANGAON,21.006447,75.286092,,
DXH,DUHAI,28.730283,77.480363,Uttar Pradesh,NR
DXK,DHANA KHERLI,26.950169,77.535779,Uttar Pradesh,NCR
DXN,DUDDHINAGAR,24.209032,83.216792,Uttar Pradesh,ECR
DXR,DIGSAR,22.712403,71.499375,Gujarat,WR
DXU,Duhru,26.083606,80.176723,,
DY,DUMARIYA,26.864673,77.234121,Rajasthan,WCR
DYD,DARYABAD,26.861303,81.550114,,
DYE,DAYANAND NAGAR,17.456247,78.53135,Andhra Pradesh,SCR
DYK,DUDHIA KHURD,28.46474,80.197805,Uttar Pradesh,NER
DYP,Daryapur,26.182799,81.248588,Uttar Pradesh,NR
DYS,DALAPATHY SAMUDRAM,8.430572,77.638091,Tamil Nadu,SR
DYU,DIYURI,28.603253,79.87601,Uttar Pradesh,NER
DYW,Diyawan Halt,25.381729,85.283924,,
DZA,DASUYA,31.80853,75.657932,Punjab,NR
DZB,Dahina Zainabad,28.291079,76.391694,Haryana,NWR
DZK,Durgachak,22.082011,88.155274,West Bengal,SER
DZKT,Durga Chak Town,22.066831,88.136032,West Bengal,SER
DZL,Dhana Ladanpur,28.750217,76.166758,,
DZP,DARAZPUR,30.152546,77.195721,,
EC28,PURA HALT,24.815024,85.239555,,
EC31,Kharuara Halt,25.431628,85.543617,,
ED,ERODE JN,11.327682,77.725934,,
EDA,ITWAN DUNDAILA,24.939959,80.842706,,
EDD,EDDULADODDI,15.329698,77.589906,Andhra Pradesh,SCR
EDG,EDEN GARDENS,22.565207,88.339472,,
EDU,ERIODU,10.515628,78.057129,Tamil Nadu,SR
EE,ELURU,16.717816,81.119762,,
EGT,EGATTUR HALT,13.106198,79.88406,,
EGU,IRANAGALLU,15.891814,77.263765,,
EKC,EKCHARI,25.227623,87.213866,,
EKH,EKSARI HALT,25.134973,85.889325,Bihar,ECR
EKI,EKLAKHI,25.167868,88.099492,,
EKL,EKDIL,26.76628,79.116455,,
EKM,EKAMBARAKUPPAM,13.318604,79.573126,,
EKMA,EKMA,25.967099,84.53637,,
EKN,Ezhukone,8.979143,76.715068,Kerala,SR
EKR,Ekangarsarai,25.222482,85.232264,Bihar,ECR
EL,ELAMANUR,10.879069,78.57336,Tamil Nadu,SR
ELL,Eraligu,24.665398,92.332631,Assam,NFR
ELM,ELIMALA,12.068687,75.230848,Kerala,SR
ELP,Achalpur,21.277603,77.519263,Maharashtra,CR
ELR,ELAVUR,13.458351,80.116178,,
EN,ISAND,23.294039,72.484975,Gujarat,WR
ENB,Ellenabad,29.444104,74.657934,Rajasthan,NWR
ENR,ENNORE,13.218196,80.322124,,
EOC,UDL EAST OUTER CABIN,23.569452,87.203608,,
EOCM,EOCM,25.315812,83.196038,,
EPR,Mumbai Elphinstone Road,19.00694,72.835426,Maharashtra,WR
ERC,ERICH ROAD,25.820641,79.035025,,
ERL,ERANIEL,8.212549,77.308161,Tamil Nadu,SR
ERN,ERNAKULAM TOWN,9.991582,76.2861,,
ERS,ERNAKULAM JN,9.969542,76.290672,,
ERSC,ERNAKULAM JN. C,9.97806,76.289859,,
ERSD,ERNAKULAM D CABIN,9.979712,76.306549,,
ESV,ISIVI,15.65781,77.229814,,
ET,ITARSI JN,22.608258,77.767128,,
ETAH,Etah,27.571173,78.653919,Uttar Pradesh,NCR
ETB,ITARSI B CABIN,22.591346,77.709215,,
ETF,ITARSI F CABIN,22.61521,77.774856,,
ETK,ETAKKOT,11.806195,75.443797,Kerala,SR
ETM,ETTUMANUR,9.676196,76.545152,,
ETMD,ETTIMADAI,10.898788,76.897155,,
ETP,ETTAPUR ROAD,11.651009,78.468545,,
ETR,ELATTUR,11.346337,75.741119,Kerala,SR
ETUE,ETMADPUR,27.221536,78.197973,,
ETW,ETAWAH,26.78597,79.021502,,
EVA,EDAVAI,8.762883,76.697477,,
EZP,EZHUPPUNNA,9.820288,76.302391,,
FA,FALNA,25.235808,73.234953,Rajasthan,NWR
FAH,FATEHA HALT,25.598419,85.871458,,
FAN,Fatehnagar,24.81828,74.095782,Rajasthan,NWR
FAP,FAKHARPUR HALT,28.846965,77.293521,Uttar Pradesh,NR
FAR,FARAH,27.334474,77.743659,,
FBD,FARRUKHABAD,27.38236,79.571737,,
FBG,FORBESGANJ,26.298901,87.262803,,
FD,FAIZABAD JN,26.768996,82.135574,,
FDB,FARIDABAD,28.411473,77.307348,,
FDK,FARIDKOT,30.682857,74.76138,Punjab,NR
FDN,FARIDABAD NEW TOWN,28.376248,77.309368,,
FGH,Fatehgarh Haryana,28.647921,76.243784,,
FGR,FATEHGARH,27.369608,79.62159,,
FGSB,FATEHGARH SAHIB,30.650726,76.388124,,
FHT,FARAH TOWN,27.318183,77.758086,,
FK,FEROK,11.174972,75.830285,Kerala,SR
FKA,Fazilka,30.408641,74.025417,Punjab,NR
FKB,FAKHRABAD,18.824644,77.974481,Andhra Pradesh,SCR
FKG,FURKATING JN,26.465652,94.002692,Assam,NFR
FKM,FAKIRAGRAM JN,26.365237,90.186189,,
FL,PHULERA JN,26.872814,75.245456,,
FLD,Phulad,25.623979,73.813118,Rajasthan,NWR
FLK,FALAKATA,26.538396,89.192275,,
FLM,Falimari,26.070776,89.586875,West Bengal,NFR
FLR,PHULESWAR,22.477876,88.116049,,
FLU,Phulia,23.229897,88.49634,West Bengal,ER
FM,KACHEGUDA FALAKNUMA,17.332197,78.474481,,
FN,Farukhnagar,28.467066,76.828486,Haryana,NR
FNB,FATEHNAGAR,17.456196,78.450258,,
FNO,FUNGO HALT,25.61873,86.604476,Bihar,ECR
FOCM,FLYOVER CABIN MUGHALSARAI,25.289359,83.172391,,
FPS,Fatehpur Shekhawati,28.000728,74.971043,Rajasthan,NWR
FRD,FARHEDI,28.711717,78.793716,Uttar Pradesh,NR
FRDH,Faridaha Halt,25.557959,83.126022,Uttar Pradesh,NER
FRG,Faringapete Halt,12.875341,74.957082,,
FRH,Farhatnagar,27.081164,80.143212,Uttar Pradesh,NR
FSG,PHURSUNGI,18.455829,74.026016,Maharashtra,CR
FSP,FATEH SINGHPURA,26.82161,77.146961,Rajasthan,WCR
FSR,FAQARSAR,30.189431,74.572572,Punjab,NR
FSW,Fateh Singhwala,29.919979,74.029894,Rajasthan,NWR
FTC,Fatehpur Chursi,26.843511,80.26179,Uttar Pradesh,NR
FTD,Fatehabad Chowk Junction,23.009106,75.673338,Madhya Pradesh,WR
FTG,FURSATGANJ,26.244522,81.415651,,
FTH,FATUHI,30.056984,73.871319,Rajasthan,NR
FTP,FATEHPUR,25.917489,80.801869,,
FTS,FATEHPUR SIKRI,27.093989,77.670597,Uttar Pradesh,NCR
FUT,FATWA,25.50144,85.305488,,
FYZ,FAIZULLAPUR,25.869213,80.893347,,
FZD,FIROZABAD,27.147415,78.386691,,
FZL,FAZALPUR,29.593741,78.277954,,
FZP,Firozpur City,30.962007,74.600792,Punjab,NR
FZR,FIROZPUR CANT,30.942486,74.618439,Punjab,NR
G,GONDIA JN,21.462435,80.190842,,
GA,GUDHA,26.950042,75.128292,,
GAA,GALAN,20.6096,75.277,,
GAD,Gevra Road,22.348524,82.64566,Chhattisgarh,SECR
GADH,Goaldih,21.726323,85.546265,Orissa,?
GADJ,GANDHINAGAR JAIPUR,26.873067,75.79828,,
GADM,Ganga Dham,27.20976,81.930509,Uttar Pradesh,NER
GAE,GAIPURA,25.16045,82.386249,,
GAG,GANGAGHAT,23.361398,85.50705,,
GAGA,Galgalia,26.52752,88.113485,,
GAH,Gawnaha,27.269839,84.520176,Bihar,ECR
GAHT,Ghusia Halt,25.19195,84.247904,,
GAI,GOUCHHARI,25.438434,86.674696,,
GAJ,GANESHGANJ,23.895862,79.074633,,
GAJB,GAJARA BAHARA,24.05344,82.311761,Madhya Pradesh,WCR
GAJU,Gaju Halt,27.204231,80.372973,Uttar Pradesh,NR
GAL,GHATLA,27.731813,76.628452,Rajasthan,NWR
GALA,GUNADALA,16.537426,80.667911,,
GALE,GANKAR,24.404804,88.072894,West Bengal,ER
GAM,GANJAM,19.395827,85.046719,,
GAMI,Gogameri,29.160244,75.035076,Rajasthan,NWR
GANG,GANGAGANJ,26.291456,81.201419,,
GANI,GHARNI,18.47697,76.758368,Maharashtra,?
GANL,GHANAULI,31.025994,76.592143,,
GAO,GAIGAON,20.720684,76.890093,,
GAP,GURPA,24.562542,85.29708,,
GAQ,GANJ KHAWAJA,25.273922,83.184363,,
GAR,GADARWARA,22.899459,78.791734,Madhya Pradesh,WCR
GARA,Garha,26.426289,85.520966,Bihar,ECR
GATD,Gautamdhara,23.349881,85.632995,Jharkhand,SER
GAUR,GAUR,26.913411,82.561158,,
GAW,Gainjahwa,27.454656,82.245065,Uttar Pradesh,NER
GAYA,GAYA JN,24.803978,84.999294,,
GB,GAURI BAZAR,26.594934,83.667801,,
GBA,GARHBETA,22.844562,87.320972,West Bengal,SER
GBB,GUBBI,13.321429,76.939264,Karnataka,SWR
GBD,GAURIBIDANUR,13.613081,77.512781,,
GBE,Gayabari,26.86004,88.260998,,
GBHA,GAROBIGHA HALT,24.826792,85.467153,,?
GBK,GOPALPUR BALKDA,20.432635,85.877909,,
GBN,GARH BANAILI,25.915091,87.535041,,
GBP,GULABPURA,25.902795,74.655954,Rajasthan,NWR
GBQ,GODBHAGA,21.416457,83.856969,,
GBRA,GOBRA,22.695504,88.279274,,
GBRI,Gobarwahi,21.514747,79.723237,Maharashtra,SECR
GBX,GOVINDPUR ROAD,23.061857,85.043579,,
GC,GHATKOPAR,19.085985,72.908591,,
GCAB,GCAB,21.204608,81.431558,,
GCH,GACHHIPURA,26.953522,74.454426,,
GCN,Gocharan,22.277738,88.45837,West Bengal,ER
GCT,GHAZIPUR CITY,25.583144,83.568045,Uttar Pradesh,NER
GD,GONDA JN,27.154613,81.978152,,
GDA,GODHRA JN,22.776974,73.603672,,
GDB,GIDDARBAHA,30.201319,74.663342,Punjab,NR
GDBR,GOONDA BIHAR,23.067871,86.081167,,
GDD,Gadra Road,25.743851,70.64304,Rajasthan,NWR
GDE,GARLADINNE,14.827324,77.592146,,
GDG,GADAG JN,15.437048,75.642481,Karnataka,SWR
GDGN,GAUDGAON,17.335973,76.530953,,
GDH,Gidnahali,13.406514,77.825134,,
GDHA,GODHA,28.005897,78.141225,Uttar Pradesh,NR
GDI,GUDGERI,15.124922,75.359604,Karnataka,SWR
GDK,GONDA KACHAHRI,27.140227,81.934027,,
GDKP,GHUNDANKHAPA,21.655105,78.42563,,
GDL,GONDAL,21.972471,70.795588,Gujarat,WR
GDM,GUDMA,21.416128,80.287678,,
GDN,GANGAIKONDAN,8.830736,77.786203,Tamil Nadu,SR
GDO,Goverdhan,27.520546,77.461643,Uttar Pradesh,NCR
GDP,GUDUPULLI,12.803672,78.27491,,
GDPL,GUNDLA POCHAMPALLI,17.568097,78.488371,Andhra Pradesh,SCR
GDPT,GUDAPARTI,17.028175,82.131139,,
GDQ,GODAMGURA,17.29025,77.867119,,
GDR,GUDUR JN,14.148227,79.845121,,
GDU,Gudru Halt,22.271895,80.11634,Madhya Pradesh,SECR
GDV,GUDIVADA JN,16.429888,80.987594,Andhra Pradesh,SCR
GDW,Gadhwala,27.970288,73.454923,,
GDX,GHOKSADANGA,26.422886,89.278011,,
GDY,GUINDY,13.007672,80.211922,,
GDYA,GHORADONGRI,22.126423,78.001987,,
GDZ,Gundardehi,20.948836,81.302351,Chhattisgarh,SECR
GEA,GHATERA,23.829387,79.673391,,
GEB,Garh Baruari,26.019349,86.605596,Bihar,ECR
GED,GULEDAGUDDA RD,16.069516,75.695659,Karnataka,SWR
GEDE,Gede,23.491197,88.786737,West Bengal,ER
